scenario,model,fold,removed_top_n_hot_side_effects,MAP,auc_all,nDCG,P1,P5,P10,P15,R1,R5,R10,R15,auc_rank
cold,A3Net,6,50,0.1500008819506502,,0.3978343673458907,0.22972972972972974,0.18108108108108104,0.18243243243243237,0.17657657657657658,0.018924997653614495,0.04099018717243796,0.08227189296319667,0.11632076644870741,0.7356269974095347
cold,RF,6,50,0.07966324068586002,,0.11075078115119327,0.0,0.035135135135135144,0.043243243243243266,0.06306306306306307,0.0,0.005556229823147116,0.025796556507229746,0.04278248918631011,0.73458534166272
cold,XGBoost,6,50,0.06712111315292127,,0.060956392412138925,0.0,0.010810810810810811,0.022972972972972974,0.02162162162162162,0.0,0.00031925392071463927,0.002683868837290793,0.0034772010579962277,0.7020370413109099
cold,Global popularity,6,50,0.1684728315351261,,0.45572978446213225,0.2702702702702703,0.21081081081081074,0.2094594594594594,0.21171171171171171,0.01606588884136645,0.04010310451633002,0.08083039455918939,0.1275699274735394,0.8127047880812063
cold,HSTrans,6,50,0.160668495435599,,0.439126739029715,0.21621621621621623,0.2432432432432431,0.2135135135135135,0.19999999999999993,0.008784306361650715,0.0522241656037757,0.09564959648018037,0.1387661784414841,0.8190969436356017
cold,CAFNet,7,20,0.21571989197953623,,0.4972022797078205,0.3333333333333333,0.2826666666666665,0.2666666666666666,0.263111111111111,0.02021749019964198,0.06208941989420747,0.12331728597815989,0.19231473257041634,0.7969909223422331
cold,A3Net,7,20,0.19949219497172369,,0.47654060385594876,0.29333333333333333,0.2639999999999999,0.24799999999999997,0.24533333333333318,0.013465345113014214,0.0627002065737036,0.10997180946932658,0.1463964481127826,0.7911481054980579
cold,RF,7,20,0.11297477483856486,,0.3042823931011532,0.04,0.13066666666666665,0.12666666666666662,0.1182222222222222,0.0009593365436062066,0.02347131068871515,0.042859999267053764,0.05740920058543253,0.7600968586928634
cold,XGBoost,7,20,0.08775601425898007,,0.1324196703536309,0.013333333333333334,0.040000000000000015,0.040000000000000015,0.038222222222222234,0.000149812734082397,0.004283203216913422,0.007624655980235208,0.013527472002764312,0.7445852777174952
cold,Global popularity,7,20,0.21739472282452812,,0.5562143171626815,0.30666666666666664,0.31199999999999983,0.29600000000000015,0.2808888888888888,0.013090125911498097,0.07117445969377752,0.10890359383347188,0.15508835180342107,0.8350630535617427
cold,HSTrans,7,20,0.2047271589900385,,0.4882349201031091,0.24,0.24533333333333318,0.23466666666666658,0.23911111111111108,0.011725489874708915,0.05567339280752403,0.1037518676313016,0.161341319841756,0.842591490066518
cold,CAFNet,7,50,0.16085957040644244,,0.39378143894007184,0.16216216216216217,0.2216216216216216,0.20540540540540536,0.1882882882882882,0.0072130414584722115,0.07616391312164773,0.13532826742002693,0.16914517994486605,0.7553370420235883
cold,A3Net,7,50,0.14849938733949852,,0.37276550065797415,0.21621621621621623,0.18918918918918912,0.17972972972972961,0.17027027027027022,0.009441914440379711,0.06429470425097827,0.08747729026960843,0.13516683923018027,0.7429280532505171
cold,RF,7,50,0.07784474798117288,,0.17546549129655517,0.013513513513513514,0.048648648648648665,0.055405405405405415,0.05945945945945948,0.00019305019305019305,0.010564015001113727,0.021727620056860655,0.03772906203878219,0.7170724103979813
cold,XGBoost,7,50,0.06522605512413843,,0.0618807849606307,0.013513513513513514,0.016216216216216217,0.021621621621621626,0.02162162162162162,0.00019305019305019305,0.0005115128887287585,0.0028718521924521673,0.006403840078822902,0.7054462619695726
cold,Global popularity,7,50,0.14974106528943038,,0.4438542295788143,0.3108108108108108,0.21621621621621612,0.20945945945945935,0.19729729729729725,0.008441316014858624,0.03964893810254022,0.11005929595520998,0.1356566423438335,0.7981889634202929
cold,HSTrans,7,50,0.14895521050003482,,0.339788162165588,0.13513513513513514,0.1702702702702702,0.15810810810810802,0.1594594594594594,0.00268170536023185,0.058100883810252205,0.10130929535103088,0.1368568478542228,0.8123507015819496
cold,CAFNet,8,20,0.1854883394141156,,0.47739822819137023,0.32,0.23733333333333334,0.22800000000000006,0.20711111111111113,0.022751225813620622,0.0599671769611022,0.10865308758012096,0.1444893802570583,0.7962408573937224
