drug_local_idx,model,group,AP,nDCG@10,P@15,R@15
35,CAFNet,frequent,0.034641495041952707,0.0,0.0,0.0
36,CAFNet,rare,0.08938465326259695,0.14490437600615516,0.13333333333333333,0.2222222222222222
36,CAFNet,middle,0.07170886042375699,0.0,0.06666666666666667,0.1111111111111111
36,CAFNet,frequent,0.6345016509417105,0.8521705090845474,0.8,0.26666666666666666
37,CAFNet,rare,0.0056179775280898875,0.0,0.0,0.0
37,CAFNet,middle,,,,
37,CAFNet,frequent,0.31037433155080213,0.44615333764087994,0.13333333333333333,0.4
38,CAFNet,rare,0.030066107297228577,0.0,0.0,0.0
38,CAFNet,middle,0.037135118698936126,0.0,0.0,0.0
38,CAFNet,frequent,0.5153102965649397,0.7948833326720566,0.7333333333333333,0.2682926829268293
39,CAFNet,rare,0.10386904761904761,0.123151194370365,0.06666666666666667,0.25
39,CAFNet,middle,0.42660297952087034,0.7019727018777485,0.6,0.4090909090909091
39,CAFNet,frequent,0.5676998642804632,0.8357804136936722,0.8,0.21428571428571427
40,CAFNet,rare,,,,
40,CAFNet,middle,0.4222222222222222,0.6049306994552042,0.13333333333333333,0.6666666666666666
40,CAFNet,frequent,0.7377428165194749,0.9363792118010483,0.8666666666666667,0.3333333333333333
41,CAFNet,rare,0.012717391304347826,0.0,0.0,0.0
41,CAFNet,middle,0.030303030303030304,0.0,0.0,0.0
41,CAFNet,frequent,0.10833333333333334,0.23599633571930026,0.13333333333333333,0.5
42,CAFNet,rare,0.058997298065024045,0.0,0.0,0.0
42,CAFNet,middle,0.3068777029853872,0.35781327333109914,0.3333333333333333,0.07692307692307693
42,CAFNet,frequent,0.5743541025313654,0.7162874455029682,0.6666666666666666,0.10101010101010101
43,CAFNet,rare,,,,
43,CAFNet,middle,0.00930808565036753,0.0,0.0,0.0
43,CAFNet,frequent,0.5838016805211682,0.7280855459907166,0.6,0.4090909090909091
44,CAFNet,rare,0.002136752136752137,0.0,0.0,0.0
44,CAFNet,middle,0.48605530007689757,0.7564477297898766,0.4666666666666667,0.5
44,CAFNet,frequent,0.1406284165042376,0.0,0.06666666666666667,0.07142857142857142
45,CAFNet,rare,,,,
45,CAFNet,middle,,,,
45,CAFNet,frequent,0.22842275773310255,0.2826335043946801,0.2,0.6
46,CAFNet,rare,,,,
46,CAFNet,middle,,,,
46,CAFNet,frequent,0.14553673839388126,0.08274602130532004,0.06666666666666667,0.14285714285714285
47,CAFNet,rare,0.011644997173544376,0.0,0.0,0.0
47,CAFNet,middle,0.046377192982456135,0.0,0.0,0.0
47,CAFNet,frequent,0.4913931977814523,0.6325414799409712,0.4666666666666667,0.21212121212121213
48,CAFNet,rare,0.010425634521674738,0.0,0.0,0.0
48,CAFNet,middle,0.016266479628871358,0.0,0.0,0.0
48,CAFNet,frequent,0.47013404530006725,0.7084409501232901,0.5333333333333333,0.32
49,CAFNet,rare,,,,
49,CAFNet,middle,0.011964036278513612,0.0,0.0,0.0
49,CAFNet,frequent,0.43725460241506636,0.5637884576902257,0.3333333333333333,0.38461538461538464
50,CAFNet,rare,0.0024630541871921183,0.0,0.0,0.0
50,CAFNet,middle,,,,
50,CAFNet,frequent,0.2948234636337876,0.39356081945565907,0.26666666666666666,0.3333333333333333
51,CAFNet,rare,,,,
51,CAFNet,middle,0.008024296675191816,0.0,0.0,0.0
51,CAFNet,frequent,0.40135831919398635,0.6062415623539281,0.4666666666666667,0.28
