drug_local_idx,model,matched_AUROC,matched_AUPR,pos_gt_ctrl_rate,pos_minus_ctrl_score
8,CAFNet-D + ATC+target,0.6996315192743763,0.7422147930112005,0.7928571428571428,0.8844481103122235
8,Global popularity,0.6104024943310657,0.6781207878770366,0.6928571428571428,0.07762610229276896
9,CAFNet,0.7714285714285714,0.7760504778189101,0.7285714285714285,0.7678556544440133
9,CAFNet-D full,0.8275510204081633,0.816416305160787,0.7857142857142857,0.776554466358253
9,CAFNet-D + ATC,0.7173469387755101,0.7555501927331085,0.7,0.6327937092099871
9,CAFNet-D + ATC+target,0.6836734693877552,0.7172494771271927,0.6571428571428571,0.5835580437311104
9,Global popularity,0.7576530612244898,0.7861209818356921,0.7285714285714285,0.16253968253968248
10,CAFNet,0.683298625572678,0.6985578724464139,0.7346938775510204,0.7126020293606787
10,CAFNet-D full,0.6109121199500208,0.6634876706422914,0.6775510204081633,0.3984078391854252
10,CAFNet-D + ATC,0.6520616409829237,0.6752802226440447,0.7224489795918367,0.7045706362444527
10,CAFNet-D + ATC+target,0.6582257392753019,0.6851584135350547,0.7224489795918367,0.7584562209491827
10,Global popularity,0.5851311953352769,0.6537685898677046,0.6122448979591837,0.0724474678760393
11,CAFNet,0.46399999999999997,0.647495361781076,0.44,0.0655404329299926
11,CAFNet-D full,0.736,0.7933422898940139,0.96,0.8263531321287155
11,CAFNet-D + ATC,0.736,0.8015673981191223,0.88,1.8398245745897293
11,CAFNet-D + ATC+target,0.712,0.7940058479532164,0.88,1.7247443835437297
11,Global popularity,0.592,0.7240802675585285,0.72,0.1751703703703704
12,CAFNet,0.5293056830935619,0.5445790661450002,0.5606060606060606,0.10010327248260226
12,CAFNet-D full,0.5265432098765432,0.5578666090666738,0.5636363636363636,0.16770210710325928
12,CAFNet-D + ATC,0.5377308437914499,0.5596446688459573,0.5777777777777777,0.18540083669652843
12,CAFNet-D + ATC+target,0.5166309560248954,0.5394997223153115,0.5444444444444444,0.11055011288968451
12,Global popularity,0.5310274461789615,0.5751508412476787,0.5434343434343434,0.028330714552936773
13,CAFNet,0.6044378698224852,0.6663051414551069,0.6153846153846154,0.39855495989322665
13,CAFNet-D full,0.6624260355029585,0.7181293276498193,0.7,0.8548893944002115
13,CAFNet-D + ATC,0.6322485207100592,0.7163395309471732,0.676923076923077,0.4425181042832824
13,CAFNet-D + ATC+target,0.6298816568047337,0.7127154015218963,0.7230769230769231,0.4855633692171138
13,Global popularity,0.610059171597633,0.7048551619399568,0.6230769230769231,0.11696866096866096
14,CAFNet,0.7586206896551724,0.7785536714675513,0.8551724137931035,0.7827908602254144
14,CAFNet-D full,0.7479191438763377,0.7773032426959211,0.8482758620689655,0.8011923380966844
14,CAFNet-D + ATC,0.672294887039239,0.7329950769833143,0.7586206896551724,0.7803921308496903
14,CAFNet-D + ATC+target,0.669203329369798,0.7267601566467363,0.7586206896551724,0.8796668853739212
14,Global popularity,0.6967895362663497,0.7530918992655233,0.7517241379310344,0.13341507024265647
15,CAFNet,0.8166666666666667,0.7382066946211683,0.7666666666666667,0.7621087594578664
15,CAFNet-D full,0.788888888888889,0.7359769958174214,0.8333333333333334,1.7574953004717826
15,CAFNet-D + ATC,0.14444444444444443,0.3788683750091128,0.1,-1.331893593321244
15,CAFNet-D + ATC+target,0.14999999999999997,0.37969065218828646,0.1,-1.5347616364558538
15,Global popularity,0.6277777777777778,0.7103302780020871,0.6333333333333333,0.00419753086419753
16,CAFNet,0.7785714285714285,0.7435960280198912,0.7571428571428571,1.1542894868978433
16,CAFNet-D full,0.7571428571428571,0.7126055568825219,0.7285714285714285,1.2699905586029803
16,CAFNet-D + ATC,0.5051020408163265,0.5620198146011065,0.44285714285714284,-0.1620445282730673
16,CAFNet-D + ATC+target,0.5081632653061223,0.5704432070977802,0.4714285714285714,-0.19534783213000212
16,Global popularity,0.5270408163265305,0.5691683134824944,0.5857142857142857,0.03255026455026455
17,CAFNet,0.6910927456382002,0.6841982639616122,0.6666666666666666,0.8119802570704258
17,CAFNet-D full,0.7000918273645547,0.715395945127007,0.7272727272727273,0.7782124820983771
17,CAFNet-D + ATC,0.6007346189164371,0.6492216855405366,0.6181818181818182,0.278417226976969
17,CAFNet-D + ATC+target,0.5757575757575758,0.6342678823129135,0.6242424242424243,0.24369457701616215
17,Global popularity,0.6660238751147842,0.6930043576161846,0.6909090909090909,0.09351290684624018
18,CAFNet,0.5033057851239671,0.5454708177863161,0.5272727272727272,-0.015734478153965687
