drug_idx,fold,group,model,AP,nDCG@10,P@15,R@15
147,7,rare,CAFNet-D w/o bias/popularity prior,,,,
147,7,rare,Global popularity,,,,
147,7,rare,HSTrans100,,,,
147,7,mid,CAFNet-D,0.03611971104231166,0.0,0.0,0.0
147,7,mid,CAFNet,0.05133928571428571,0.0,0.06666666666666667,0.5
147,7,mid,A3Net,0.06227106227106227,0.0,0.0,0.0
147,7,mid,CAFNet-D w/o association residual,0.059714795008912656,0.0,0.0,0.0
147,7,mid,CAFNet-D w/o bias/popularity prior,0.029857397504456328,0.0,0.0,0.0
147,7,mid,Global popularity,0.058823529411764705,0.0,0.0,0.0
147,7,mid,HSTrans100,0.11851851851851852,0.23719771276929622,0.06666666666666667,0.5
147,7,frequent,CAFNet-D,0.5734223517502225,0.6378891765242929,0.6666666666666666,0.5555555555555556
147,7,frequent,CAFNet,0.4100246142099063,0.36837563413888724,0.4,0.3333333333333333
147,7,frequent,A3Net,0.42852791463646545,0.5309999066793253,0.6,0.5
147,7,frequent,CAFNet-D w/o association residual,0.4623761890218473,0.485813635742251,0.6,0.5
147,7,frequent,CAFNet-D w/o bias/popularity prior,0.49321600549791206,0.6004311286161026,0.5333333333333333,0.4444444444444444
147,7,frequent,Global popularity,0.549048066124189,0.6461194268314838,0.6,0.5
147,7,frequent,HSTrans100,0.2934264051150664,0.3831704157638726,0.4666666666666667,0.3888888888888889
148,9,rare,CAFNet-D,0.0035971223021582736,0.0,0.0,0.0
148,9,rare,CAFNet,0.002976190476190476,0.0,0.0,0.0
148,9,rare,A3Net,0.006993006993006993,0.0,0.0,0.0
148,9,rare,CAFNet-D w/o association residual,0.006329113924050633,0.0,0.0,0.0
148,9,rare,CAFNet-D w/o bias/popularity prior,0.0053475935828877,0.0,0.0,0.0
148,9,rare,Global popularity,0.004016064257028112,0.0,0.0,0.0
148,9,rare,HSTrans100,0.003257328990228013,0.0,0.0,0.0
148,9,mid,CAFNet-D,0.3333333333333333,0.5,0.06666666666666667,1.0
148,9,mid,CAFNet,0.5,0.6309297535714575,0.06666666666666667,1.0
148,9,mid,A3Net,0.5,0.6309297535714575,0.06666666666666667,1.0
148,9,mid,CAFNet-D w/o association residual,0.045454545454545456,0.0,0.0,0.0
148,9,mid,CAFNet-D w/o bias/popularity prior,0.09090909090909091,0.0,0.06666666666666667,1.0
148,9,mid,Global popularity,0.015151515151515152,0.0,0.0,0.0
148,9,mid,HSTrans100,0.011235955056179775,0.0,0.0,0.0
148,9,frequent,CAFNet-D,0.2434123518513064,0.3301376494471203,0.13333333333333333,0.18181818181818182
148,9,frequent,CAFNet,0.23644478327834811,0.29849003527675555,0.2,0.2727272727272727
148,9,frequent,A3Net,0.14578269754056394,0.12987501165334078,0.26666666666666666,0.36363636363636365
148,9,frequent,CAFNet-D w/o association residual,0.2727082061968849,0.35895421017163476,0.13333333333333333,0.18181818181818182
148,9,frequent,CAFNet-D w/o bias/popularity prior,0.17846477051777,0.29849003527675555,0.13333333333333333,0.18181818181818182
148,9,frequent,Global popularity,0.37814587611006323,0.5017493542077721,0.26666666666666666,0.36363636363636365
148,9,frequent,HSTrans100,0.1133065391190961,0.1100458831490401,0.06666666666666667,0.09090909090909091
149,9,rare,CAFNet-D,,,,
149,9,rare,CAFNet,,,,
149,9,rare,A3Net,,,,
149,9,rare,CAFNet-D w/o association residual,,,,
149,9,rare,CAFNet-D w/o bias/popularity prior,,,,
149,9,rare,Global popularity,,,,
149,9,rare,HSTrans100,,,,
149,9,mid,CAFNet-D,0.04429112554112554,0.0,0.0,0.0
149,9,mid,CAFNet,0.04900686885981004,0.0,0.06666666666666667,0.25
149,9,mid,A3Net,0.018031943309811838,0.0,0.0,0.0
149,9,mid,CAFNet-D w/o association residual,0.033196314963232255,0.0,0.0,0.0
149,9,mid,CAFNet-D w/o bias/popularity prior,0.05462884538971495,0.0,0.06666666666666667,0.25
149,9,mid,Global popularity,0.08178935759580921,0.19519002499605084,0.06666666666666667,0.25
149,9,mid,HSTrans100,0.019058216872003226,0.0,0.0,0.0
149,9,frequent,CAFNet-D,0.23970322344115627,0.38431135260440824,0.2,0.2
149,9,frequent,CAFNet,0.1910998077242469,0.22466337602289158,0.2,0.2
149,9,frequent,A3Net,0.23097077605401006,0.2528410271851775,0.3333333333333333,0.3333333333333333
149,9,frequent,CAFNet-D w/o association residual,0.2297978079921961,0.314880130667631,0.2,0.2
149,9,frequent,CAFNet-D w/o bias/popularity prior,0.1801248150013685,0.23365080824310536,0.2,0.2
149,9,frequent,Global popularity,0.21690893442280917,0.3301376494471203,0.2,0.2
149,9,frequent,HSTrans100,0.2442830235188983,0.2784805894273037,0.26666666666666666,0.26666666666666666
150,2,rare,CAFNet-D,0.04607067013234884,0.0,0.0,0.0
150,2,rare,CAFNet,0.0763744042198141,0.0,0.06666666666666667,0.05
150,2,rare,A3Net,0.03239264947238168,0.0,0.0,0.0
150,2,rare,CAFNet-D w/o association residual,0.05046148151450839,0.06943122193677728,0.13333333333333333,0.1
150,2,rare,CAFNet-D w/o bias/popularity prior,0.08429873675792852,0.06362078819895173,0.06666666666666667,0.05
150,2,rare,Global popularity,0.06580575395166531,0.09478836436955079,0.06666666666666667,0.05
150,2,rare,HSTrans100,0.0567229811728047,0.0,0.0,0.0
150,2,mid,CAFNet-D,0.19154243718504083,0.0,0.0,0.0
150,2,mid,CAFNet,0.2948127517252809,0.2369053087196564,0.26666666666666666,0.06153846153846154
150,2,mid,A3Net,0.24518617254836036,0.42333070005078105,0.3333333333333333,0.07692307692307693
150,2,mid,CAFNet-D w/o association residual,0.18673037301327644,0.08514311764162101,0.13333333333333333,0.03076923076923077
150,2,mid,CAFNet-D w/o bias/popularity prior,0.21727398411880233,0.13886244387355456,0.06666666666666667,0.015384615384615385
150,2,mid,Global popularity,0.2226476781859526,0.07839826897867534,0.13333333333333333,0.03076923076923077
150,2,mid,HSTrans100,0.18081394701872358,0.20483424751859092,0.2,0.046153846153846156
150,2,frequent,CAFNet-D,0.6971343106589345,0.8701249883466594,0.7333333333333333,0.10784313725490197
150,2,frequent,CAFNet,0.6579716828066159,0.6659485553357845,0.8,0.11764705882352941
150,2,frequent,A3Net,0.6779770567924788,0.9148568823583791,0.7333333333333333,0.10784313725490197
150,2,frequent,CAFNet-D w/o association residual,0.6886290945734999,0.9363792118010483,0.8,0.11764705882352941
150,2,frequent,CAFNet-D w/o bias/popularity prior,0.636644539717304,0.92663607790064,0.8,0.11764705882352941
150,2,frequent,Global popularity,0.7276337706833698,0.8701249883466594,0.8,0.11764705882352941
150,2,frequent,HSTrans100,0.6089009037498762,0.6505132600483448,0.6,0.08823529411764706
151,2,rare,CAFNet-D,,,,
151,2,rare,CAFNet,,,,
151,2,rare,A3Net,,,,
151,2,rare,CAFNet-D w/o association residual,,,,
151,2,rare,CAFNet-D w/o bias/popularity prior,,,,
151,2,rare,Global popularity,,,,
151,2,rare,HSTrans100,,,,
151,2,mid,CAFNet-D,0.009433962264150943,0.0,0.0,0.0
151,2,mid,CAFNet,0.005714285714285714,0.0,0.0,0.0
151,2,mid,A3Net,0.0034965034965034965,0.0,0.0,0.0
151,2,mid,CAFNet-D w/o association residual,0.1111111111111111,0.3010299956639812,0.06666666666666667,1.0
151,2,mid,CAFNet-D w/o bias/popularity prior,0.017241379310344827,0.0,0.0,0.0
151,2,mid,Global popularity,0.00909090909090909,0.0,0.0,0.0
151,2,mid,HSTrans100,0.014084507042253521,0.0,0.0,0.0
151,2,frequent,CAFNet-D,0.17986957085278193,0.24952583878244933,0.13333333333333333,0.2222222222222222
151,2,frequent,CAFNet,0.27236442873335004,0.3833427799846345,0.13333333333333333,0.2222222222222222
151,2,frequent,A3Net,0.12925235213726266,0.22244584585522367,0.13333333333333333,0.2222222222222222
151,2,frequent,CAFNet-D w/o association residual,0.14326198297408993,0.20845080532622157,0.13333333333333333,0.2222222222222222
151,2,frequent,CAFNet-D w/o bias/popularity prior,0.08577394505604499,0.08372491399919348,0.13333333333333333,0.2222222222222222
151,2,frequent,Global popularity,0.22561773260405948,0.2658200052773918,0.13333333333333333,0.2222222222222222
151,2,frequent,HSTrans100,0.09756374166418885,0.1175227747072427,0.06666666666666667,0.1111111111111111
152,2,rare,CAFNet-D,0.02796052631578947,0.0,0.0,0.0
152,2,rare,CAFNet,0.18095238095238095,0.3065735963827292,0.06666666666666667,0.5
152,2,rare,A3Net,0.05233100233100233,0.17723928678404774,0.06666666666666667,0.5
152,2,rare,CAFNet-D w/o association residual,0.019597069597069597,0.0,0.0,0.0
152,2,rare,CAFNet-D w/o bias/popularity prior,0.04102167182662539,0.0,0.0,0.0
152,2,rare,Global popularity,0.005643879173290938,0.0,0.0,0.0
152,2,rare,HSTrans100,0.00477950477950478,0.0,0.0,0.0
152,2,mid,CAFNet-D,0.06278760639994227,0.0,0.0,0.0
152,2,mid,CAFNet,0.05553446594799251,0.0,0.0,0.0
152,2,mid,A3Net,0.06344531094637358,0.08514311764162101,0.06666666666666667,0.07692307692307693
152,2,mid,CAFNet-D w/o association residual,0.08082649533345754,0.0,0.06666666666666667,0.07692307692307693
152,2,mid,CAFNet-D w/o bias/popularity prior,0.09217006941482175,0.06362078819895173,0.06666666666666667,0.07692307692307693
152,2,mid,Global popularity,0.17258092924897,0.18340980524840014,0.13333333333333333,0.15384615384615385
152,2,mid,HSTrans100,0.03771381694164553,0.0,0.0,0.0
152,2,frequent,CAFNet-D,0.7069660542791195,0.8669479898642711,0.8,0.14814814814814814
152,2,frequent,CAFNet,0.6948153249114069,1.0,0.8,0.14814814814814814
152,2,frequent,A3Net,0.6270359568072522,0.6879509227782193,0.6,0.1111111111111111
152,2,frequent,CAFNet-D w/o association residual,0.7180446988391087,0.92663607790064,0.9333333333333333,0.1728395061728395
152,2,frequent,CAFNet-D w/o bias/popularity prior,0.736312154341923,0.92663607790064,0.8666666666666667,0.16049382716049382
152,2,frequent,Global popularity,0.819944967235765,1.0,0.9333333333333333,0.1728395061728395
152,2,frequent,HSTrans100,0.6766093501799861,0.9363792118010483,0.8666666666666667,0.16049382716049382
153,2,rare,CAFNet-D,0.005662130662130662,0.0,0.0,0.0
153,2,rare,CAFNet,0.09027777777777778,0.19342640361727081,0.06666666666666667,0.5
153,2,rare,A3Net,0.031888997078870496,0.0,0.0,0.0
153,2,rare,CAFNet-D w/o association residual,0.5153846153846153,0.6131471927654584,0.06666666666666667,0.5
153,2,rare,CAFNet-D w/o bias/popularity prior,0.03896103896103896,0.0,0.0,0.0
153,2,rare,Global popularity,0.006608952702702703,0.0,0.0,0.0
153,2,rare,HSTrans100,0.0068968490021121594,0.0,0.0,0.0
153,2,mid,CAFNet-D,0.014822398290750466,0.0,0.0,0.0
153,2,mid,CAFNet,0.008750668330065941,0.0,0.0,0.0
153,2,mid,A3Net,0.010064412238325281,0.0,0.0,0.0
153,2,mid,CAFNet-D w/o association residual,0.3611111111111111,0.5714285040141098,0.13333333333333333,1.0
153,2,mid,CAFNet-D w/o bias/popularity prior,0.09250764525993883,0.21840743681816419,0.06666666666666667,0.5
153,2,mid,Global popularity,0.010295346208658903,0.0,0.0,0.0
153,2,mid,HSTrans100,0.5072463768115942,0.6131471927654584,0.06666666666666667,0.5
153,2,frequent,CAFNet-D,0.06558572383994406,0.0,0.06666666666666667,0.25
153,2,frequent,CAFNet,0.03325021121037935,0.0,0.0,0.0
153,2,frequent,A3Net,0.056617904875835325,0.0,0.0,0.0
153,2,frequent,CAFNet-D w/o association residual,0.08650097465886938,0.0,0.06666666666666667,0.25
153,2,frequent,CAFNet-D w/o bias/popularity prior,0.12581984225819842,0.13905617951077562,0.13333333333333333,0.5
153,2,frequent,Global popularity,0.07454545454545454,0.0,0.06666666666666667,0.25
153,2,frequent,HSTrans100,0.05537578975078975,0.0,0.0,0.0
154,7,rare,CAFNet-D,0.011201201201201202,0.0,0.0,0.0
154,7,rare,CAFNet,0.012885802469135801,0.0,0.0,0.0
154,7,rare,A3Net,0.01816860465116279,0.0,0.0,0.0
154,7,rare,CAFNet-D w/o association residual,0.11666666666666667,0.17723928678404774,0.13333333333333333,1.0
154,7,rare,CAFNet-D w/o bias/popularity prior,0.03444587077449722,0.0,0.0,0.0
154,7,rare,Global popularity,0.029587058322690506,0.0,0.0,0.0
154,7,rare,HSTrans100,0.01088982063824831,0.0,0.0,0.0
154,7,mid,CAFNet-D,0.03125,0.0,0.0,0.0
154,7,mid,CAFNet,0.006622516556291391,0.0,0.0,0.0
154,7,mid,A3Net,0.5,0.6309297535714575,0.06666666666666667,1.0
154,7,mid,CAFNet-D w/o association residual,0.045454545454545456,0.0,0.0,0.0
154,7,mid,CAFNet-D w/o bias/popularity prior,0.25,0.43067655807339306,0.06666666666666667,1.0
154,7,mid,Global popularity,0.005952380952380952,0.0,0.0,0.0
154,7,mid,HSTrans100,0.030303030303030304,0.0,0.0,0.0
154,7,frequent,CAFNet-D,0.6066765972212806,0.8318477135310892,0.7333333333333333,0.44
154,7,frequent,CAFNet,0.6197884834850426,0.8669479898642711,0.8,0.48
154,7,frequent,A3Net,0.35965298698473547,0.35294615824339626,0.4666666666666667,0.28
154,7,frequent,CAFNet-D w/o association residual,0.5815835258033321,0.8415908474314977,0.6666666666666666,0.4
154,7,frequent,CAFNet-D w/o bias/popularity prior,0.5725522043898735,0.826813366651774,0.5333333333333333,0.32
154,7,frequent,Global popularity,0.5310336030326974,0.7720617383222419,0.5333333333333333,0.32
154,7,frequent,HSTrans100,0.46238110941776905,0.7503359712972109,0.6,0.36
155,4,rare,CAFNet-D,0.2,0.38685280723454163,0.06666666666666667,1.0
155,4,rare,CAFNet,0.5,0.6309297535714575,0.06666666666666667,1.0
155,4,rare,A3Net,1.0,1.0,0.06666666666666667,1.0
155,4,rare,CAFNet-D w/o association residual,0.5,0.6309297535714575,0.06666666666666667,1.0
155,4,rare,CAFNet-D w/o bias/popularity prior,1.0,1.0,0.06666666666666667,1.0
155,4,rare,Global popularity,0.019230769230769232,0.0,0.0,0.0
155,4,rare,HSTrans100,0.0035460992907801418,0.0,0.0,0.0
155,4,mid,CAFNet-D,,,,
155,4,mid,CAFNet,,,,
155,4,mid,A3Net,,,,
155,4,mid,CAFNet-D w/o association residual,,,,
155,4,mid,CAFNet-D w/o bias/popularity prior,,,,
155,4,mid,Global popularity,,,,
155,4,mid,HSTrans100,,,,
155,4,frequent,CAFNet-D,0.5716951989036199,0.769526190239283,0.5333333333333333,0.32
155,4,frequent,CAFNet,0.4875271217644511,0.4818809355796683,0.5333333333333333,0.32
155,4,frequent,A3Net,0.45385905069423,0.6156886473955917,0.6,0.36
155,4,frequent,CAFNet-D w/o association residual,0.5821683418080582,0.8389574121760603,0.6,0.36
155,4,frequent,CAFNet-D w/o bias/popularity prior,0.5259988220432174,0.7564477297898766,0.6,0.36
155,4,frequent,Global popularity,0.5659782766517645,0.7849818707050383,0.6,0.36
155,4,frequent,HSTrans100,0.24231299116109625,0.2863459897524693,0.2,0.12
156,8,rare,CAFNet-D,0.0771149309066397,0.18154179253735267,0.06666666666666667,0.3333333333333333
156,8,rare,CAFNet,0.052668412497742456,0.1480409554829326,0.06666666666666667,0.3333333333333333
156,8,rare,A3Net,0.013711700478524928,0.0,0.0,0.0
156,8,rare,CAFNet-D w/o association residual,0.12273550724637682,0.20210734650054757,0.06666666666666667,0.3333333333333333
156,8,rare,CAFNet-D w/o bias/popularity prior,0.009800776315116057,0.0,0.0,0.0
156,8,rare,Global popularity,0.011581422692533804,0.0,0.0,0.0
156,8,rare,HSTrans100,0.013893900209544402,0.0,0.0,0.0
156,8,mid,CAFNet-D,0.01987435061012444,0.0,0.0,0.0
156,8,mid,CAFNet,0.02158119658119658,0.0,0.0,0.0
156,8,mid,A3Net,0.053929121725731895,0.0,0.06666666666666667,0.5
156,8,mid,CAFNet-D w/o association residual,0.024396929824561403,0.0,0.0,0.0
156,8,mid,CAFNet-D w/o bias/popularity prior,0.01311502117953731,0.0,0.0,0.0
156,8,mid,Global popularity,0.01880151098901099,0.0,0.0,0.0
156,8,mid,HSTrans100,0.026500638569604086,0.0,0.0,0.0
156,8,frequent,CAFNet-D,0.6187386222607023,0.8669479898642711,0.8,0.26666666666666666
156,8,frequent,CAFNet,0.5503891558710997,0.694765116060299,0.6666666666666666,0.2222222222222222
156,8,frequent,A3Net,0.6430316894160897,0.9305687780632229,0.8,0.26666666666666666
156,8,frequent,CAFNet-D w/o association residual,0.6300597595844419,0.8572048559638626,0.8,0.26666666666666666
156,8,frequent,CAFNet-D w/o bias/popularity prior,0.6351388345647958,0.9363792118010483,0.7333333333333333,0.24444444444444444
156,8,frequent,Global popularity,0.60297375396935,0.8572048559638626,0.8666666666666667,0.28888888888888886
156,8,frequent,HSTrans100,0.4088446182469309,0.5040610795300535,0.4666666666666667,0.15555555555555556
157,3,rare,CAFNet-D,0.01486098865238141,0.0,0.0,0.0
157,3,rare,CAFNet,0.016616134720936947,0.0,0.0,0.0
157,3,rare,A3Net,0.011764437746382347,0.0,0.0,0.0
157,3,rare,CAFNet-D w/o association residual,0.03510200038881031,0.07945707943276742,0.06666666666666667,0.14285714285714285
157,3,rare,CAFNet-D w/o bias/popularity prior,0.03765045506286527,0.08274602130532004,0.06666666666666667,0.14285714285714285
157,3,rare,Global popularity,0.05291466479620661,0.13743816645714543,0.06666666666666667,0.14285714285714285
157,3,rare,HSTrans100,0.020608820950609934,0.0,0.0,0.0
157,3,mid,CAFNet-D,0.07609109678653049,0.0,0.06666666666666667,0.0625
157,3,mid,CAFNet,0.06408903236320172,0.08514311764162101,0.13333333333333333,0.125
157,3,mid,A3Net,0.09172184888945133,0.13886244387355456,0.06666666666666667,0.0625
157,3,mid,CAFNet-D w/o association residual,0.08181681181375056,0.13886244387355456,0.06666666666666667,0.0625
157,3,mid,CAFNet-D w/o bias/popularity prior,0.06768845523036592,0.06362078819895173,0.13333333333333333,0.125
157,3,mid,Global popularity,0.07429045275506004,0.13886244387355456,0.06666666666666667,0.0625
157,3,mid,HSTrans100,0.09360212184920694,0.09478836436955079,0.13333333333333333,0.125
157,3,frequent,CAFNet-D,0.7256132059917315,1.0,0.9333333333333333,0.28
157,3,frequent,CAFNet,0.618600428459758,0.7951657524814092,0.8,0.24
157,3,frequent,A3Net,0.6116339811162692,0.7027284035579431,0.7333333333333333,0.22
157,3,frequent,CAFNet-D w/o association residual,0.6996409512494329,0.9337457765456111,0.8666666666666667,0.26
157,3,frequent,CAFNet-D w/o bias/popularity prior,0.7332586079283241,0.857980942822373,0.8666666666666667,0.26
157,3,frequent,Global popularity,0.7332905050519147,1.0,0.8666666666666667,0.26
157,3,frequent,HSTrans100,0.5677930485023169,0.7753366239771086,0.6,0.18
158,7,rare,CAFNet-D,0.019183634006019794,0.0,0.0,0.0
158,7,rare,CAFNet,0.011010465805741752,0.0,0.0,0.0
158,7,rare,A3Net,0.009237345928045673,0.0,0.0,0.0
158,7,rare,CAFNet-D w/o association residual,0.01669221178842379,0.0,0.0,0.0
158,7,rare,CAFNet-D w/o bias/popularity prior,0.023540441817752743,0.0,0.0,0.0
158,7,rare,Global popularity,0.013680471361916309,0.0,0.0,0.0
158,7,rare,HSTrans100,0.03589028996101364,0.0,0.0,0.0
158,7,mid,CAFNet-D,0.046010574700065324,0.06362078819895173,0.06666666666666667,0.1
158,7,mid,CAFNet,0.054800985748096456,0.0,0.06666666666666667,0.1
158,7,mid,A3Net,0.032088835737204544,0.0,0.0,0.0
158,7,mid,CAFNet-D w/o association residual,0.03263138675219951,0.0,0.0,0.0
158,7,mid,CAFNet-D w/o bias/popularity prior,0.03655656025344867,0.0,0.0,0.0
158,7,mid,Global popularity,0.053331471134338684,0.0,0.0,0.0
158,7,mid,HSTrans100,0.054186987155965906,0.0,0.0,0.0
158,7,frequent,CAFNet-D,0.2449022809712525,0.06625422345438904,0.2,0.08571428571428572
158,7,frequent,CAFNet,0.2424143591860931,0.2528410271851775,0.2,0.08571428571428572
158,7,frequent,A3Net,0.2328798919666201,0.16421958630632805,0.2,0.08571428571428572
158,7,frequent,CAFNet-D w/o association residual,0.20848636790814767,0.15840915256850252,0.2,0.08571428571428572
158,7,frequent,CAFNet-D w/o bias/popularity prior,0.2303641816676662,0.0,0.06666666666666667,0.02857142857142857
158,7,frequent,Global popularity,0.2539817301232674,0.2082732806320161,0.26666666666666666,0.11428571428571428
158,7,frequent,HSTrans100,0.20506379910565223,0.15457433957839828,0.26666666666666666,0.11428571428571428
159,5,rare,CAFNet-D,0.40117594793682637,0.7975167679274939,0.7333333333333333,0.09565217391304348
159,5,rare,CAFNet,0.41915569810059117,0.7721596254947204,0.5333333333333333,0.06956521739130435
159,5,rare,A3Net,0.3991669390404713,0.791726719367984,0.6666666666666666,0.08695652173913043
159,5,rare,CAFNet-D w/o association residual,0.32822997707864515,0.551331062461933,0.4,0.05217391304347826
159,5,rare,CAFNet-D w/o bias/popularity prior,0.3625372320625041,0.793584067764911,0.4666666666666667,0.06086956521739131
159,5,rare,Global popularity,0.2620711831059594,0.06943122193677728,0.06666666666666667,0.008695652173913044
159,5,rare,HSTrans100,0.20886868676151232,0.17630010660342915,0.13333333333333333,0.017391304347826087
159,5,mid,CAFNet-D,0.6175477313913352,0.9052116356304495,0.9333333333333333,0.12389380530973451
159,5,mid,CAFNet,0.6211047731798736,0.841492960259019,0.8666666666666667,0.11504424778761062
159,5,mid,A3Net,0.6243702224136248,0.9305687780632229,0.7333333333333333,0.09734513274336283
159,5,mid,CAFNet-D w/o association residual,0.6056616474467026,0.92663607790064,0.9333333333333333,0.12389380530973451
159,5,mid,CAFNet-D w/o bias/popularity prior,0.6159580395142126,0.7467045958894682,0.6666666666666666,0.08849557522123894
159,5,mid,Global popularity,0.48775099028832986,0.6062415623539281,0.7333333333333333,0.09734513274336283
159,5,mid,HSTrans100,0.33804324567141475,0.21801641453242443,0.3333333333333333,0.04424778761061947
159,5,frequent,CAFNet-D,0.9723967638309624,1.0,1.0,0.0967741935483871
159,5,frequent,CAFNet,0.9577634256631927,1.0,1.0,0.0967741935483871
159,5,frequent,A3Net,0.95654683385643,1.0,1.0,0.0967741935483871
159,5,frequent,CAFNet-D w/o association residual,0.9671302089114013,1.0,1.0,0.0967741935483871
159,5,frequent,CAFNet-D w/o bias/popularity prior,0.966694392065768,1.0,1.0,0.0967741935483871
159,5,frequent,Global popularity,0.9239669728707055,1.0,1.0,0.0967741935483871
159,5,frequent,HSTrans100,0.8936318141115938,1.0,1.0,0.0967741935483871
160,4,rare,CAFNet-D,0.012057648401826482,0.0,0.0,0.0
160,4,rare,CAFNet,0.07583333333333334,0.19342640361727081,0.06666666666666667,0.5
160,4,rare,A3Net,0.0033308806463241795,0.0,0.0,0.0
160,4,rare,CAFNet-D w/o association residual,0.012121870024605587,0.0,0.0,0.0
160,4,rare,CAFNet-D w/o bias/popularity prior,0.01186714180057823,0.0,0.0,0.0
160,4,rare,Global popularity,0.009914354868739527,0.0,0.0,0.0
160,4,rare,HSTrans100,0.007125568069551472,0.0,0.0,0.0
160,4,mid,CAFNet-D,0.007332944832944834,0.0,0.0,0.0
160,4,mid,CAFNet,0.04261083743842364,0.0,0.06666666666666667,0.5
160,4,mid,A3Net,0.00879283573466219,0.0,0.0,0.0
160,4,mid,CAFNet-D w/o association residual,0.006858202038924931,0.0,0.0,0.0
160,4,mid,CAFNet-D w/o bias/popularity prior,0.006810805869177676,0.0,0.0,0.0
160,4,mid,Global popularity,0.008885982458839821,0.0,0.0,0.0
160,4,mid,HSTrans100,0.008054287163876205,0.0,0.0,0.0
160,4,frequent,CAFNet-D,0.1081195227536691,0.16812753627111746,0.06666666666666667,0.25
160,4,frequent,CAFNet,0.06336932326447399,0.0,0.0,0.0
160,4,frequent,A3Net,0.05329241509137972,0.0,0.0,0.0
160,4,frequent,CAFNet-D w/o association residual,0.11053349709059505,0.16812753627111746,0.06666666666666667,0.25
160,4,frequent,CAFNet-D w/o bias/popularity prior,0.07498522458628842,0.11284514134893527,0.06666666666666667,0.25
160,4,frequent,Global popularity,0.13463203463203463,0.19519002499605084,0.06666666666666667,0.25
160,4,frequent,HSTrans100,0.057115688836921384,0.0,0.06666666666666667,0.25
161,8,rare,CAFNet-D,0.031210825643294648,0.0,0.0,0.0
161,8,rare,CAFNet,0.02876037017843578,0.0,0.0,0.0
161,8,rare,A3Net,0.04078350929803656,0.0,0.0,0.0
161,8,rare,CAFNet-D w/o association residual,0.043419767126560295,0.0,0.0,0.0
161,8,rare,CAFNet-D w/o bias/popularity prior,0.03223203967286681,0.0,0.0,0.0
161,8,rare,Global popularity,0.04814871607590192,0.0,0.0,0.0
161,8,rare,HSTrans100,0.11209194552122391,0.2200917662980802,0.13333333333333333,0.1
161,8,mid,CAFNet-D,0.18838491154399978,0.29345568839744024,0.2,0.06818181818181818
161,8,mid,CAFNet,0.171336647926158,0.1517621910780354,0.2,0.06818181818181818
161,8,mid,A3Net,0.19918592834873672,0.28351493630661895,0.26666666666666666,0.09090909090909091
161,8,mid,CAFNet-D w/o association residual,0.15208717298679852,0.16421958630632805,0.13333333333333333,0.045454545454545456
161,8,mid,CAFNet-D w/o bias/popularity prior,0.17485246219844763,0.06625422345438904,0.13333333333333333,0.045454545454545456
161,8,mid,Global popularity,0.32134156979446893,0.7753366239771086,0.5333333333333333,0.18181818181818182
161,8,mid,HSTrans100,0.16094828173852307,0.0,0.0,0.0
161,8,frequent,CAFNet-D,0.6235626036996522,0.9305687780632229,0.9333333333333333,0.13861386138613863
161,8,frequent,CAFNet,0.5585511531401691,0.5730379245414765,0.5333333333333333,0.07920792079207921
161,8,frequent,A3Net,0.647470984844595,0.9052116356304495,0.9333333333333333,0.13861386138613863
161,8,frequent,CAFNet-D w/o association residual,0.6639675930188322,1.0,0.9333333333333333,0.13861386138613863
161,8,frequent,CAFNet-D w/o bias/popularity prior,0.6220701302062596,0.8572048559638626,0.8,0.1188118811881188
161,8,frequent,Global popularity,0.7430316375889796,1.0,0.8666666666666667,0.12871287128712872
161,8,frequent,HSTrans100,0.6259605327247013,0.8415908474314977,0.8,0.1188118811881188
162,0,rare,CAFNet-D,0.042105263157894736,0.0,0.06666666666666667,0.5
162,0,rare,CAFNet,0.025353016688061617,0.0,0.0,0.0
162,0,rare,A3Net,0.017669172932330827,0.0,0.0,0.0
162,0,rare,CAFNet-D w/o association residual,0.05572755417956656,0.0,0.0,0.0
162,0,rare,CAFNet-D w/o bias/popularity prior,0.027466609220163724,0.0,0.0,0.0
162,0,rare,Global popularity,0.010278428311215195,0.0,0.0,0.0
162,0,rare,HSTrans100,0.004631578947368421,0.0,0.0,0.0
162,0,mid,CAFNet-D,0.05068774351169102,0.0,0.0,0.0
162,0,mid,CAFNet,0.05944211335890496,0.0,0.0,0.0
162,0,mid,A3Net,0.11916452990606179,0.19519002499605084,0.06666666666666667,0.25
162,0,mid,CAFNet-D w/o association residual,0.03366865307163815,0.0,0.0,0.0
162,0,mid,CAFNet-D w/o bias/popularity prior,0.04145637544958812,0.0,0.0,0.0
162,0,mid,Global popularity,0.141289592760181,0.31834121936641585,0.13333333333333333,0.5
162,0,mid,HSTrans100,0.026006357937721707,0.0,0.0,0.0
162,0,frequent,CAFNet-D,,,,
162,0,frequent,CAFNet,,,,
162,0,frequent,A3Net,,,,
162,0,frequent,CAFNet-D w/o association residual,,,,
162,0,frequent,CAFNet-D w/o bias/popularity prior,,,,
162,0,frequent,Global popularity,,,,
162,0,frequent,HSTrans100,,,,
163,1,rare,CAFNet-D,,,,
163,1,rare,CAFNet,,,,
163,1,rare,A3Net,,,,
163,1,rare,CAFNet-D w/o association residual,,,,
163,1,rare,CAFNet-D w/o bias/popularity prior,,,,
163,1,rare,Global popularity,,,,
163,1,rare,HSTrans100,,,,
