MAP,AUROC,AUPR,nDCG@10,P@1,P@15,R@15,Spearman,RMSE,MAE,nonhot100_AP,rare_AP,middle_AP,fold,rho
0.2515227359940259,0.9205572747622734,0.12382001545753837,0.3133963408926877,0.3353846153846154,0.1276923076923077,0.42897572724191707,0.5432830522466939,2.2559734421940747,2.0472709653475105,0.14021601795472044,0.10354724759300887,0.1493766681378716,5,0.6
0.25077321173695916,0.9176146685795943,0.1225020767725997,0.3143727551995865,0.33076923076923076,0.128,0.41961182897140753,0.5398380635823741,2.4636952672084953,2.2689306301807237,0.14351125410826707,0.10586922057577966,0.1421649445424912,5,0.7
0.24601530101719085,0.9137213705774334,0.11879669670324897,0.3127315674882743,0.32461538461538464,0.1272820512820513,0.41585214894584727,0.5342798488978533,2.6761707712913405,2.4913139723089626,0.1333226289383968,0.10578603393348357,0.13849878443651573,5,0.8
0.23815952664092782,0.9088091325253641,0.11335876246659285,0.30644437586353684,0.31846153846153846,0.12584615384615383,0.4072118719996979,0.5262167698967,2.8923524994909995,2.7140005818922814,0.1221320337946211,0.10110238851762164,0.12234577085628338,5,0.9
0.23297643787057132,0.9028219918599774,0.10617794360800664,0.30069487598156175,0.31846153846153846,0.12317948717948718,0.3941172276532896,0.5156659367937374,3.1114680133321686,2.9369724554227843,0.10800641191595005,0.09294683383502698,0.09824670180784849,5,1.0
0.21024890712381353,0.9065680177082032,0.09183987593200775,0.2642930198658679,0.20930232558139536,0.11576227390180877,0.40112886161987904,0.5237038238796031,1.2216804922963609,0.8960468263702895,0.12223604167945128,0.13016099865184144,0.17094302267460731,6,0.0
0.22194194537054723,0.9133732925573907,0.09741456349501794,0.27834112207742645,0.23565891472868217,0.11886304909560721,0.40714492153619475,0.5289031349960651,1.3336851724147032,1.0123767588406143,0.1256311302966712,0.13817961399294165,0.1799507799260496,6,0.1
0.22939610072338681,0.9177849674126832,0.10326484726635488,0.2891418501751918,0.2589147286821705,0.12248062015503876,0.4097424932896276,0.5328358939823076,1.4786680343625245,1.1783888261863698,0.12801761133255193,0.14108474191192638,0.1861413941017765,6,0.2
0.23369841744054518,0.920131664274289,0.10960588815972766,0.2957714018738021,0.2806201550387597,0.1249612403100775,0.414381942535107,0.5351625235868812,1.647948058514475,1.377059114598614,0.13088684957821947,0.1373179596989054,0.1887096622935729,6,0.3
0.2396919799709117,0.920840925588934,0.1155426293709865,0.3044756825999419,0.3054263565891473,0.12558139534883722,0.4115608025275715,0.5356947074225463,1.8348123670278462,1.5946038575991666,0.1308219394301432,0.13398624866864972,0.18627513224306935,6,0.4
0.24201741819158032,0.920212128487619,0.11947497007866563,0.3062179376558529,0.31937984496124033,0.1276485788113695,0.4128713541292226,0.5341701148290541,2.034421499002959,1.8201130307425204,0.1315426156916416,0.13302861761682985,0.18387079405030668,6,0.5
