n_drugs,mean_delta,median_delta,std_delta,positive_fraction,wilcoxon_p_two_sided,split_group,scaffold_group_size,metric,example_drugs
1,0.0010396361273554,0.0010396361273554,0.0,1.0,,c1ccccc1.c1ccccc1,2,delta_DG_minus_D_rare_AP,levodopa; ibutilide
1,0.0003051438535309,0.0003051438535309,0.0,1.0,,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,2,delta_DG_minus_D_rare_AP,lomefloxacin; norfloxacin
1,0.0001075599757416,0.0001075599757416,0.0,1.0,,O=C1Nc2ccccc2C1=Cc1ccc[nH]1,2,delta_DG_minus_D_rare_AP,sunitinib; romiplostim
1,-3.034543689841088e-05,-3.034543689841088e-05,0.0,0.0,,O=C(CNCCCc1ccccc1)N1CCCC1,2,delta_DG_minus_D_rare_AP,enalapril; lisinopril
1,-3.781872759152719e-05,-3.781872759152719e-05,0.0,0.0,,c1ccc2[nH]cnc2c1,2,delta_DG_minus_D_rare_AP,bendamustine; albendazole
1,-4.8976393378392415e-05,-4.8976393378392415e-05,0.0,0.0,,c1ccc(CCNCCOc2ccccc2)cc1,2,delta_DG_minus_D_rare_AP,tamsulosin; dofetilide
1,-0.0001181614084839,-0.0001181614084839,0.0,0.0,,O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1cccnc1)NC(=O)C(Cc1ccccc1)NC(=O)CCc1ccc2ccccc2c1)NCC(=O)N1CCCC1,2,delta_DG_minus_D_rare_AP,ganirelix; abarelix
2,-0.0007610129434989501,-0.0007610129434989501,0.008352765350013327,0.5,,c1ccc(COc2ccccc2)cc1,2,delta_DG_minus_D_rare_AP,fluoxetine; atomoxetine
2,-0.0011017577864488,-0.0011017577864488,0.0007088283033717221,0.0,,c1cc2c3c(c[nH]c3c1)CC1NCCCC21,2,delta_DG_minus_D_rare_AP,pergolide; cabergoline
2,-0.0011230029002283807,-0.0011230029002283807,0.0014638757443416982,0.0,,C=C1C(=O)CC2CC3Cc4ccccc4C=C3C(=O)C2C1=O,2,delta_DG_minus_D_rare_AP,minocycline; doxycycline
1,-0.0015449018239808,-0.0015449018239808,0.0,0.0,,O=C1CCCC1,2,delta_DG_minus_D_rare_AP,misoprostol; alprostadil
2,-0.0017592185150318504,-0.0017592185150318504,0.024672390629344676,0.5,,O=C1CC=CCCCCC2CCCC(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C=CC2CCCCC2)CCC1,2,delta_DG_minus_D_rare_AP,pimecrolimus; tacrolimus
2,-0.00264742519224075,-0.00264742519224075,0.0037440246122350668,0.0,,C=C1c2ccccc2COc2ccccc21,2,delta_DG_minus_D_rare_AP,olopatadine; doxepin
2,-0.00298072426428985,-0.00298072426428985,0.0040477403812521975,0.0,,O=C(c1ccccc1)c1ccccc1,2,delta_DG_minus_D_rare_AP,tolcapone; fenofibrate
2,-0.0055745113333853,-0.0055745113333853,0.007621186035711891,0.0,,O=c1ncncn1C1CCCO1,2,delta_DG_minus_D_rare_AP,azacitidine; decitabine
1,-0.0063948276536738,-0.0063948276536738,0.0,0.0,,c1ccc2[nH]ccc2c1,2,delta_DG_minus_D_rare_AP,sumatriptan; pindolol
2,-0.0463045952934072,-0.0463045952934072,0.07596348591886945,0.5,,O=C(NC1C(=O)N2CCSC12)c1conc1-c1ccccc1,2,delta_DG_minus_D_rare_AP,dicloxacillin; flucloxacillin
0,,,,,,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1,2,delta_DG_minus_D_rare_AP,moexipril; quinapril
0,,,,,,O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,2,delta_DG_minus_D_rare_AP,cefprozil; cefaclor
0,,,,,,O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13,2,delta_DG_minus_D_rare_AP,mifepristone; ulipristal
0,,,,,,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,2,delta_DG_minus_D_rare_AP,desloratadine; loratadine
0,,,,,,c1cscn1,2,delta_DG_minus_D_rare_AP,nizatidine; famotidine
