scenario,model,removed_top_n_hot_side_effects,fold_mean,fold_std,MAP_mean,MAP_std,auc_all_mean,auc_all_std,nDCG_mean,nDCG_std,P1_mean,P1_std,P5_mean,P5_std,P10_mean,P10_std,P15_mean,P15_std,R1_mean,R1_std,R5_mean,R5_std,R10_mean,R10_std,R15_mean,R15_std,auc_rank_mean,auc_rank_std
cold,HSTrans,50,4.5,3.0276503540974917,0.1288898024914074,0.013973669419095626,,,0.3669703468775271,0.031185457607406937,0.15363248179686537,0.03786418190725605,0.16195038874490927,0.031111715709664006,0.15538042700234475,0.02852188606340371,0.15327582376897445,0.02714335599364079,0.010026506951512262,0.006692714486183961,0.04847993610471614,0.01305229376620364,0.08819671240076936,0.01127486996005477,0.123435450714877,0.011991866052346853,0.7688284560952008,0.017561557964563244
cold,HSTrans,100,4.5,3.0276503540974917,0.0914533803334417,0.017723513813800527,,,0.2508861455410164,0.03906550882139661,0.09928324358094762,0.042471895701327686,0.09114027258702159,0.028209272159006392,0.09202762305868613,0.02051314693619913,0.09013618657106984,0.020965484494910473,0.01179758032024878,0.010312710332569966,0.03869990702633502,0.016039163410704986,0.06854258053665989,0.02033257496697602,0.09449175873884372,0.022596514489843116,0.7235209305651773,0.01777514890374821
cold,RF,10,4.5,3.0276503540974917,0.122435652325841,0.016805892244909054,,,0.33733305319578805,0.04033433394894761,0.022720720720720722,0.015458775776991465,0.14938738738738738,0.030950660490953436,0.14632612612612608,0.02678879111530622,0.14263543543543541,0.02584967507721311,0.0006494568273542128,0.0005305124251322315,0.023938837172611006,0.0052541496886274255,0.04691010764235689,0.0064856757259715465,0.06744505626838346,0.007733628448321081,0.7744462126601139,0.011632175686482643
cold,RF,20,4.5,3.0276503540974917,0.10782821939874151,0.016164605317247272,,,0.3126225688443377,0.046938034755149946,0.022774774774774777,0.016718545990914418,0.13132237442922373,0.031080412956458213,0.12842001727755148,0.028014163114494738,0.12183454687564274,0.026467169064917737,0.0006428032138300385,0.0005549301342520781,0.025303752382532796,0.007452730702422734,0.0486321070390335,0.009578901331984777,0.06615033855731718,0.009936665129898856,0.7580324697212283,0.012996327191554068
cold,RF,50,4.5,3.0276503540974917,0.07164510907081814,0.013330945024371526,,,0.1490205234694479,0.0330431069234071,0.010757744045415279,0.008466101409724003,0.0530265827471307,0.02069373776511272,0.05620604714303344,0.01822952427704695,0.05769426961207784,0.017469134517024407,0.00036602960069596235,0.0004275055563475979,0.009252827494136797,0.0026306568808066783,0.024357774445629546,0.007084411282189376,0.03786956600382006,0.0106371716926819,0.7215195167724568,0.01589482319376119
cold,RF,100,4.5,3.0276503540974917,0.05009554932674106,0.00992968160612633,,,0.09736704953776454,0.02982393362254363,0.008296331735942,0.007141843480571777,0.028808991097434084,0.013012551992034676,0.033463958563177174,0.011922948997776423,0.03248100098389507,0.010895045394248836,0.0004681031942476155,0.0007802520167264057,0.007602034091666344,0.005791790511857095,0.01637444512867246,0.008310554531842162,0.02458404765759041,0.012637595776656284,0.6731542075497271,0.014425504489196857
cold,XGBoost,10,4.5,3.0276503540974917,0.1010856665540439,0.01550377619981585,,,0.19523736215318357,0.0320899740520985,0.006666666666666666,0.0070272836892630655,0.066781981981982,0.019722339587049383,0.07307567567567566,0.016274002367671344,0.0792696696696697,0.015308618842597299,0.00011207953102709634,0.0001924944139717939,0.011254888440208057,0.005496868781215659,0.026247342851398146,0.007223199252828568,0.043187914835469014,0.009258697459854241,0.7539734940849906,0.015215848550968476
cold,XGBoost,20,4.5,3.0276503540974917,0.08421408107796888,0.014244551354452113,,,0.127124342455198,0.03477423290337917,0.0066846846846846854,0.007046481117506996,0.04138126619770456,0.011532669776937706,0.04366419844502036,0.014269329139489624,0.045395713521740926,0.014074994562364909,0.0001305627048987621,0.0002291676822234669,0.007779308093348779,0.006669329880341638,0.014824573466252478,0.0063948887418806295,0.02435062733284562,0.007475090120941328,0.7328370463531203,0.017534795062309916
cold,XGBoost,50,4.5,3.0276503540974917,0.06072245746232506,0.011834731005681364,,,0.06583671336503044,0.014657336844518762,0.006721214365049982,0.007085616283348282,0.017551326669134885,0.006939038966509525,0.024931506849315072,0.009148736847317538,0.024051898473816283,0.008841392407239343,0.00018770405488977327,0.00036001515210424726,0.0021113344813332704,0.0019566025980393654,0.006568765902951672,0.0036700371541549762,0.011746388393805766,0.005638985426542808,0.6936407391827049,0.020667268661955347
cold,XGBoost,100,4.5,3.0276503540974917,0.0446347833983358,0.009085284283270203,,,0.07187537762438218,0.018394475050301597,0.006887881031716647,0.007261329597737023,0.021826194031191137,0.00991803926162919,0.025903134715984422,0.009449671974476588,0.024172010755553107,0.007968373598875237,0.00032725812382508027,0.0007161341206452269,0.0053733235387962265,0.005954968213330888,0.011144811483195748,0.007041656147141728,0.01760695903469383,0.010457851753522124,0.6391599856495445,0.01852495856321578
